Category,Month,Registrations,Year
HARSHVIE INDUSTRIES PVT LTD,JAN,0,2025
HARYANA MOTORS PVT LTD,JAN,12,2025
HBSS E MOBILITY PVT LTD,JAN,0,2025
HD HYUNDAI CONSTRUCTION EQUIPMENT INDIA PVT LTD,JAN,7,2025
HEMAVATHI AGRO INDUSTRIES,JAN,2,2025
HERO ELECTRIC VEHICLES PVT. LTD,JAN,82,2025
HERO HONDA MOTORS  LTD,JAN,0,2025
HERO MOTOCORP LTD,JAN,411892,2025
HEXALL MOTORS PVT LTD,JAN,2,2025
H H AGROTECH,JAN,0,2025
HIGHWAY ENGINEERING WORKS CUTTACK JAGATPUR,JAN,3,2025
HIGHWAY ENGING WORKS,JAN,1,2025
HIMANI AGRO INDUSTRIES,JAN,2,2025
HIM TEKNOFORGE LTD,JAN,62,2025
HIND AGRO INDUSTRIES,JAN,7,2025
HINDUSTAN AGRICULTURAL IMPLEMENTS ANTPR,JAN,0,2025
HINDUSTAN AGRO INDUSTRIES,JAN,0,2025
HINDUSTAN ENGINEERING WORKS AP312870753,JAN,0,2025
HINDUSTAN MOTOR CORPORATION,JAN,84,2025
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,JAN,3,2025
HINDUSTAN MOTORS LTD,JAN,3,2025
HIRA AGRO INDUSTRIES,JAN,7,2025
HIREN ENGINEERING WORKS,JAN,0,2025
HI TECH ENGINEERING BHADRAK CHARAMPA,JAN,11,2025
HITECH ENGINEERING WORKS CHANDIKHOLE SUNGUDA,JAN,1,2025
HI-TECH INDUSTRIES,JAN,2,2025
HITECH  MECHANICAL WORKS,JAN,0,2025
HITENDRA WELDING WORKS,JAN,9,2025
H NONGRUM,JAN,0,2025
HOLLAND TRACTORS PVT LTD,JAN,0,2025
HONDA CARS INDIA LTD,JAN,7967,2025
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,JAN,374580,2025
HONGKONG WANGYUAN (IMPORTER:INDI ELECTRIC EELS),JAN,0,2025
HONGKONG YIXING (IMPORTER: ADMS MARKETING),JAN,35,2025
HOOGHLY MOTORS PVT LTD,JAN,379,2025
HOP ELECTRIC MOBILITY PVT LTD,JAN,10,2025
HOP MOTORS PVT LTD,JAN,9,2025
HOTA AGRO TRAILOR SONEPUR SONEPUR,JAN,1,2025
HOTAGE INDIA,JAN,771,2025
HOUSTAN INNOVATION LLP,JAN,2,2025
HOVEL CYLINDER PVT LTD,JAN,14,2025
HOVEL ELECTRIC LLP,JAN,0,2025
H R AGRO INDUSTRIES,JAN,6,2025
HSU DRAGON (IMPORTER: BMR ELECTRIC),JAN,0,2025
HSU DRAGON (IMPORTER: BMR EV INDUSTRIES),JAN,0,2025
HSU DRAGON (IMPORTER: HUMAN CENTERED),JAN,0,2025
HUNDA EV PVT LTD,JAN,37,2025
HUNDAL INDUSTRIES,JAN,54,2025
HYKON INDIA LTD,JAN,4,2025
HYUNDAI MOTOR INDIA LTD,JAN,61491,2025
"HYUNDAI MOTORS LTD, SOUTH KOREA",JAN,0,2025
IBOARD INDIA LTD,JAN,1,2025
IDEAL JAWA INDIA PVT LTD,JAN,0,2025
INDERPREET AGRO INDUSTRIES,JAN,3,2025
INDIA KAWASAKI MOTORS PVT LTD,JAN,410,2025
INDIAN MOTORS,JAN,161,2025
INDIA SAFE ENTERPRISE,JAN,6,2025
INDIA YAMAHA MOTOR PVT LTD,JAN,58358,2025
INDITAL CONSTRUCTION MACHINERY,JAN,0,2025
INDO FARM EQUIPMENT LIMITED,JAN,333,2025
INFRA BAZAAR TECH PVT LTD,JAN,0,2025
INS AUTOMOBILES PVT LTD,JAN,172,2025
INTERGLOBE ENERGY PVT LTD,JAN,425,2025
INTERNATIONAL CARS & MOTORS LIMITED,JAN,2,2025
INTERNATIONAL TRACTORS LIMITED,JAN,12299,2025
INVVIGORS INDIA,JAN,0,2025
IPL TECH ELECTRIC PVT LTD,JAN,18,2025
IRA EDUTECH PVT LTD,JAN,1,2025
ISHWAR FARMLINE EQUIPMENTS PRIVATE LIMITED,JAN,3,2025
ISHWAR FARMLINE EQUIPMENTS PVT LTD,JAN,17,2025
ISUKII GREENS PVT LTD,JAN,0,2025
ISUZU MOTORS INDIA PVT LTD,JAN,223,2025
IVOOMI INNOVATION PVT LTD,JAN,60,2025
IZANAU ELECTRIC LLP,JAN,5,2025
JADE KOREA SPINE LIFE,JAN,2,2025
JADHAV AGRO INDUSTRIES PVT. LTD.,JAN,16,2025
JAGADAMBA TRAILER,JAN,2,2025
JAGDAMBA TRAILERS PVT LTD,JAN,2,2025
JAGUAR LAND ROVER INDIA LIMITED,JAN,511,2025
JAGUAR LAND ROVER LIMITED UK,JAN,0,2025
JAI BHARATI ENGINEERING WORKS AP105380083,JAN,1,2025
JAI BHAVANI ENGINEERING  WORKS,JAN,51,2025
JAIDKA POWER SYSTEMS PVT LTD,JAN,16,2025
JAI HANUMAN MOTORS,JAN,2,2025
JAIN POWER CORP,JAN,69,2025
JAISIK BUSINESS LINKS PVT LTD,JAN,29,2025
JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,JAN,13,2025
JAJODIA COMMODITIES PVT LTD,JAN,224,2025
JAL ENTERPRISES,JAN,9,2025
JANGEER MANUFACTURING INDUSTRIES PVT LTD,JAN,2,2025
JASHANPREET AGRO INDUSTRIES,JAN,3,2025
JAY AGRO INDUSTRIES,JAN,8,2025
JAYA LAKSHMI ENGINEERING WORKS AP105380085,JAN,0,2025
JAYATI TOOLS,JAN,4,2025
JAY BHAVANI TRAILOR,JAN,0,2025
JAY CHAMUNDA KRUPA WELDING WORKS,JAN,0,2025
JAY CHEHER TRECKNO FEBRICATION,JAN,0,2025
JAYDEV ENTERPRISE,JAN,0,2025
JAY JANARDAN TRAILOR,JAN,0,2025
JAY JANARDHAN A.T EQUIPMENTS,JAN,0,2025
JAY KISHAN TRAILER & ENGINEERING WORKS,JAN,0,2025
JAYNA AUTOMOBILES LLP,JAN,0,2025
JAYNATH ENGINEERING,JAN,0,2025
JBM AUTO LIMITED,JAN,48,2025
JBM ELECTRIC VEHICLES PVT LTD,JAN,4,2025
JCB INDIA LIMITED,JAN,4006,2025
JCBL LIMITED,JAN,1,2025
JEEP CHEROKEE,JAN,0,2025
JEET AGRO INDUSTRIES,JAN,1,2025
JEEVAA E-BIKE MFG PVT LTD,JAN,0,2025
JEREH,JAN,0,2025
JESSUN TECHNO PVT LTD,JAN,51,2025
J.H.A TRADING COMPANY,JAN,10,2025
JIANGSU AIMA (IMPORTER: FUTURE EV),JAN,4,2025
JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),JAN,2,2025
JIANGSU DALONG (IMPORTER: ENGTIAN ELECTRIC),JAN,0,2025
JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),JAN,3,2025
JIANGSU DALONG (IMPORTER: RILOX EV PVT LTD),JAN,0,2025
JIANGSU DALONG (IMPORTER: SABOO TOR),JAN,4,2025
JIANGSU DALONG (IMPORTER:TYLOS ELECTRIC VEHICLES),JAN,0,2025
JIANGSU DALONG JIANHAO (IMPORTER: MK FLYING),JAN,0,2025
JIANGSU GUOWEI (IMPORTER: REVEAL ELECTRIC),JAN,1,2025
JIANGSU JINPENG (IMPORTER: KKL HITECH EV),JAN,0,2025
JIANGSU JINPENG (IMPORTER:RAFT MOTORS P. LTD),JAN,0,2025
JIANGSU SUNHOU (IMPORTER: KAGDI TECH SOLUTIONS),JAN,0,2025
JIANGSU SUNHOU (IMPORTER: SABOO TOR),JAN,0,2025
JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),JAN,0,2025
JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),JAN,1,2025
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),JAN,11,2025
JIANGSU ZHONGXING (IMPORTER:SKANDAA AUTOMOTIVE),JAN,0,2025
JINDAL ELECTRIC VEHICLES,JAN,2,2025
JITENDRA NEW EV-TECH PVT. LTD,JAN,35,2025
JITENDRA TEMPO PARTS,JAN,48,2025
JIWAN AGRICULTURAL IMPLEMENTS WORKSHOP CIS LTD,JAN,1,2025
J K AGRO INDUSTRIES,JAN,1,2025
JKM ELECTRIC AUTOMOBILES PVT LTD,JAN,0,2025
JMSSP AGRO INDUSTRIES PVT LTD,JAN,11,2025
JMT VEHICLES PVT LTD,JAN,255,2025
JOHN DEERE INDIA PVT LTD(CROP SOLUTION DIV),JAN,0,2025
JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),JAN,6664,2025
J P AUTO TECH,JAN,13,2025
J.P.INDUSTRIES AP29070531,JAN,0,2025
J S AGRO INDUSTRIES,JAN,5,2025
J. S. AGRO INDUSTRIES,JAN,2,2025
J. S. AUTO (P) LTD,JAN,1035,2025
JS MOBILEON PVT LTD,JAN,81,2025
JSS ENGINEERING COMPANY,JAN,0,2025
JSW MG MOTOR INDIA PVT LTD,JAN,6758,2025
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),JAN,0,2025
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),JAN,8,2025
JUNENG MOTORCYCLE (IMPORTER: JHEV MOTORS PVT LTD),JAN,6,2025
JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),JAN,2,2025
JUPITER ELECTRIC MOBILITY PVT LTD,JAN,0,2025
KABIRA MOBILITY LLP,JAN,6,2025
KABMAX ELECTRIC AUTOMOBILES PVT. LTD,JAN,27,2025
KAINING (HONGKONG) (IMPORTER: BEST EV MOBILITY),JAN,0,2025
KAINING (HONGKONG) (IMPORTER: BMR EV INDUSTRIES),JAN,0,2025
KAINING (HONGKONG) (IMPORTER: COMPTECH MOTOCORP),JAN,24,2025
KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),JAN,0,2025
KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),JAN,0,2025
KAINING (HONGKONG) (IMPORTER:RAILIES MOTO),JAN,2,2025
KAINING (HONGKONG) (IMPORTER: SEEKA E MOTORS),JAN,0,2025
KAINING (HONGKONG) (IMPORTER: VOLTA EV PVT LTD),JAN,0,2025
KAIRA CONTINENTAL LLP,JAN,0,2025
KAISER WILLYS JEEP,JAN,1,2025
KAIZER ELECTRIC VEHICLES,JAN,5,2025
KAKKAR ELECTRIC AUTO PVT LTD,JAN,47,2025
KALINGA VENTURES INDIA PVT LTD,JAN,0,2025
KALMER INDUSTRIES,JAN,1,2025
KALPVRIKSH ELECTOMOBILES CO,JAN,9,2025
KALYANI STEEL WORKS,JAN,0,2025
KAMAL COACH WORKS PVT LTD,JAN,0,2025
KAMAZ INDUSTRIES,JAN,26,2025
KANAKADURGA AGRO ENGINEERING WORKS AP67274389,JAN,0,2025
KANHA ELECTRIC VEHICLES,JAN,17,2025
KANTH E RICKSHAW,JAN,0,2025
KAPTECH INDIA PVT LTD,JAN,153,2025
KAPURA PANCHAL ENGINEERING WORKS,JAN,1,2025
KARMA MECHANICAL WORKS,JAN,0,2025
KARTAR AGRO INDUSTRIES PVT LTD,JAN,199,2025
KARTAR TRACTORS PRIVATE LIMITED,JAN,46,2025
KASIMI AGRO INDUSTRIES,JAN,0,2025
KATYAYANI AUTOMOTIVE,JAN,2,2025
KAVA IRON WORKS,JAN,0,2025
KCAS ELECTRIC VEHICLES PVT LTD,JAN,8,2025
K D AGRO INDUSTRIES,JAN,5,2025
KERALA AUTOMOBILES LIMITED,JAN,0,2025
KETO MOTORS PVT LTD,JAN,2,2025
KETRON ELECTRIC VEHICLES PVT LTD,JAN,16,2025
KGN,JAN,22,2025
KGN INDUSTRIES,JAN,91,2025
KHACHEDU RAM & SONS (INDIA) PVT LTD,JAN,0,2025
KHAGESWAR AUTO BUILDS WORKS GANJAM HALADIAPADAR,JAN,0,2025
KHALSAE-VEHICLES PVT LTD,JAN,741,2025
KHANDELWAL ENTERPRISES,JAN,0,2025
KHAN ENGINEERING WORKS,JAN,0,2025
KHEDUT AGRO FABS,JAN,0,2025
KHUSHI AGRO ENGINEERING BALASORE JANUGANJ,JAN,2,2025
KIA INDIA PRIVATE LIMITED,JAN,22908,2025
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,JAN,952,2025
KION INDIA PVT LTD,JAN,92,2025
KIRAN AGRO EQUIPMENTS,JAN,0,2025
KIRAN AUTOMOBILE INDUSTRY,JAN,36,2025
KISAN ENGINEERING WORKS,JAN,4,2025
KISAN ENGINEERING WORKS AP29391457,JAN,0,2025
KISAN SALES AGENCY,JAN,0,2025
KISHAN TROLLY WORKS,JAN,0,2025
KISSAN AGRO INDUSTRIES,JAN,1,2025
KLB KOMAKI PVT LTD,JAN,359,2025
KOMATSU INDIA PRIVATE LIMITED,JAN,1,2025
KOMATSU LTD JAPAN,JAN,4,2025
KPT INDUSTRIES LTD,JAN,15,2025
KPT MOTORS,JAN,25,2025
KR E-VEHICLE PVT LTD,JAN,0,2025
KRISHNA AGRO ENGI,JAN,0,2025
KRISHNA CHAITANYA ENTERPRISES,JAN,0,2025
KRISHNA ENGINEERING WORKS,JAN,80,2025
KRISHNA INDUSTRIES,JAN,0,2025
KRISHNA VEHICALS,JAN,5,2025
KRUSHI KISAN TRAILORS,JAN,2,2025
K.S. AGRICULTURAL INDUSTRIES PVT. LTD,JAN,15,2025
K.S. AGROTECH  PVT LTD,JAN,26,2025
K. S. INDUSTRIES,JAN,0,2025
K.S. INDUSTRIES,JAN,0,2025
KSR SOLUTION (IMPORTER: KAWVELOCE MOTORS PVT LTD),JAN,1,2025
K T ENTERPRISES,JAN,5,2025
KTM MOTORRAD AG,JAN,4,2025
KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,JAN,1632,2025
KUKU AUTOMOTIVES,JAN,8,2025
KULAR AGRO WORKS,JAN,1,2025
KUMARAN ENGINEERING ENTERPRISES,JAN,60,2025
KUMAR ENGINEERING,JAN,1,2025
KUSHAL AGRO IND,JAN,2,2025
K. V. INDUSTRIES,JAN,2,2025
KYTE ENERGY PVT. LTD.,JAN,18,2025
LAISH MADISON MOTOR WORKS PVT LTD,JAN,0,2025
LAKSHMI TEJASWINI ENGINEERING WORKS AP178703503,JAN,0,2025
LAKSHYA AUTO SALES CORPORATION,JAN,20,2025
LAKSHYA MOTORS,JAN,2,2025
LALA G E RICKSHAW AND SPARE PARTS,JAN,36,2025
LAL AGRO INDUSTRIES,JAN,0,2025
LAL CHAND AGRICULTURE WORKS,JAN,1,2025
LAMBRETTA MOTORCYCLES AND SCOOTERS,JAN,0,2025
LAWAT MOTORS LLP,JAN,11,2025
LAXMI ENGINEERING WORKS,JAN,0,2025
"LAXMI GOBINDA AGRO IND,BLS",JAN,0,2025
LAXMI GOVINDA AGRO INDUSTRIES BALASORE BALIA,JAN,1,2025
LECTRIX E VEHICLES PVT LTD,JAN,555,2025
LEOPAN MOTORS PRIVATE LIMITED,JAN,8,2025
LEXUS MOTORS LTD,JAN,0,2025
LIEBHERR,JAN,0,2025
LIMA VEHICLE GROUP(IMPORTER: ROUTE & MARS EV LLP),JAN,1,2025
LIMA VEHICLE (IMPORTER: SARAOGI E-VENTURES),JAN,0,2025
LIMO AUTO CARE PVT LTD,JAN,9,2025
LINDE,JAN,0,2025
LIONIZE AUTOMOBILE PVT LTD,JAN,40,2025
LIUGONG INDIA PVT. LTD,JAN,108,2025
LML LIMITED,JAN,0,2025
LOCAL TRAILER MANUFACTURER,JAN,4414,2025
LOHAKA INDUSTRIES PVT LTD,JAN,13,2025
LOHIA AUTO INDUSTRIES,JAN,102,2025
LORDS AUTOMATIVE PVT LTD,JAN,0,2025
LORDS VEHICLE MFG PVT LTD,JAN,0,2025
LOTAY AGRO TECH,JAN,1,2025
LOTEY AGRICULTURE WORKS,JAN,1,2025
LOTEY INDUSTRY,JAN,1,2025
LOTUS CARS LTD (IMPORTER: EXCLUSIVE MOTORS P LTD),JAN,0,2025
LOVEJEET AGRO INDUSTRY,JAN,0,2025
L&T CONSTRUCTION EQUIPMENT LIMITED,JAN,38,2025
LUCKY INDUSTRIES,JAN,8,2025
LUXUS GREEN MOBILITY PVT LTD,JAN,1,2025
M2GO ELECTRIC VEHICLE PVT LTD,JAN,0,2025
M2J E VAHAN PVT LTD,JAN,0,2025
MAA ENGINEERING CUTTACK KHAPURIA,JAN,0,2025
MAA KALPANA ENTERPRISE,JAN,33,2025
MAA MANGALA INDUSTRIES KEONJHAR DHANGARPADA,JAN,1,2025
MAA MANGLA MOTORS ROURKELA GOPAPALI,JAN,0,2025
MAA SHAKTI EXIM PVT LTD,JAN,202,2025
MAA TARINI ENGINEERING,JAN,0,2025
MAA TARINI ENGINEERING CUTTACK KANDARPUR,JAN,0,2025
MAC AUTO INDIA,JAN,24,2025
MAC INTERNATIONAL (IMPORTER:HONESTY),JAN,0,2025
MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),JAN,12,2025
MADHU AUTOMOBILES LTD,JAN,0,2025
MADINA ENGINEERING WORKS AP105034390,JAN,0,2025
MAGNIOUS E MOBILITY PVT LTD,JAN,0,2025
MAHABIR MOTORS SONEPUR BINKA,JAN,1,2025
MAHADEV ENGG WORKS,JAN,0,2025
MAHAKALI AGRO INDUSTRIES,JAN,0,2025
MAHAK TEEN UDYOG,JAN,42,2025
MAHALAXMI ENG. WORKS,JAN,0,2025
MAHAVIR AGRO EQUIPMENTS,JAN,0,2025
MAHAVIR TRACTOR AND IMPLEMENTS,JAN,63,2025
MAHENDRA INDUSTRIES,JAN,0,2025
MAHINDRA DEFENCE SYSTEMS LTD,JAN,8,2025
MAHINDRA ELECTRIC AUTOMOBILE LTD,JAN,21,2025
MAHINDRA ELECTRIC MOBILITY LIMITED,JAN,2,2025
MAHINDRA LAST MILE MOBILITY LTD,JAN,8713,2025
MAHINDRA & MAHINDRA LIMITED,JAN,80779,2025
MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),JAN,17343,2025
MAHINDRA & MAHINDRA LIMITED (TRACTOR),JAN,22083,2025
MAHINDRA & MAHINDRA LTD FARM MACHINERY DIVISION,JAN,21,2025
MAHINDRA TWO WHEELERS LTD,JAN,0,2025
MAHTAB BODY MAKER,JAN,65,2025
MALAK TECHNO PVT LTD,JAN,1,2025
MALI ENTERPRISES PVT LTD,JAN,4,2025
MALKIT AGRO TECH PVT. LTD,JAN,106,2025
MANDEEP ENGINEERING WORKS,JAN,0,2025
MANIKANTA ENGINEERING WORKS AP117794381,JAN,0,2025
MANIRAM ELECTRIC VEHICLE PVT LTD,JAN,98,2025
MANISH EV INTERNATIONAL PRIVATE LIMITED,JAN,6,2025
MANITA CITY MOTORS LLP,JAN,200,2025
MANITOU EQUIPMENT INDIA PVT LTD,JAN,60,2025
MANKU AGRO TECH PVT LTD,JAN,190,2025
MANKU AGRO TECH. PVT. LTD.,JAN,0,2025
MANMOHAN KAUR,JAN,6,2025
MANOJ ENGINEERING WORKS,JAN,0,2025
MANPREET AGRO INDUSTRIES,JAN,0,2025
MARATHWADA QUALITY TRAILER,JAN,2,2025
MARKUS,JAN,2,2025
MARSHAL TRACTOR & FARM EQUIPMENTS,JAN,1,2025
MARTHWADA TRALIOR,JAN,0,2025
MARUTHISAN PVT LTD,JAN,11,2025
MARUTI BHIWANI E AUTOMOBILES,JAN,6,2025
MARUTI INDUSTRIES,JAN,0,2025
MARUTI SUZUKI INDIA LTD,JAN,219727,2025
MARUTI UDYOG LTD,JAN,7,2025
MASERATI S.P.A,JAN,3,2025
MASTO INDUSTRIES PVT LTD,JAN,6,2025
MATHARU AGRO TECH,JAN,0,2025
MATHARU ENGINEERING AGRI WORKS,JAN,4,2025
MATHARU ENGINEERING WORKS,JAN,1,2025
MATTER MOTOR WORKS PVT LTD,JAN,26,2025
MAYUR ENGINEERING MAYURBHANJ BARIPADA,JAN,3,2025
MB AGRO INDUSTRIES,JAN,0,2025
MBH ENGINEERING WORKS AP29073699,JAN,0,2025
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),JAN,2,2025
MD RASUL ENGG WORKS,JAN,0,2025
MECPOWER MOBILITY PVT. LTD.,JAN,3,2025
MERCEDES BENZ,JAN,0,2025
MERCEDES -BENZ AG,JAN,144,2025
MERCEDES-BENZ INDIA PVT LTD,JAN,1715,2025
MERCURY EV TECH LTD,JAN,1,2025
METAL PRESSING & ENGG WORKS,JAN,0,2025
METTA EV PVT LTD,JAN,1,2025
MEW ELECTRICALS LIMITED,JAN,0,2025
M G INDUSTRIES,JAN,0,2025
M H AGRICULTURE WORKS,JAN,0,2025
MIC INDUSTRIES INC,JAN,1,2025
MICROAUTOTECH PVT. LTD.,JAN,1,2025
MILLENNIAL MOTORS LLP,JAN,0,2025
MINI METRO EV L.L.P,JAN,1032,2025
MITSUBISHI MOTORS CORPORATION,JAN,0,2025
M K BROTHERS,JAN,20,2025
M.K. ENTERPRISES,JAN,92,2025
MLR AUTO LTD,JAN,664,2025
MODERN  AGRO  INDUSTRIES,JAN,0,2025
MODERN INDUSTRIES,JAN,0,2025
MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),JAN,0,2025
MODLINE ASSOCIATES PVT LTD,JAN,0,2025
MOHAN ENGINEERING WORKS SAMBALPUR SINDURPANK,JAN,0,2025
MOHAN GENERAL TRADING COMPANY,JAN,2,2025
MOMU AUTOMOTIVE,JAN,61,2025
MONA GREEN AUTOMOBILES PVT LTD,JAN,7,2025
MONDAL TRADING,JAN,14,2025
MOON AGRICULTURE & FABRICATION WORKS,JAN,0,2025
MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY),JAN,26,2025
MOTOVOLT MOBILITY PVT LTD,JAN,25,2025
MOVE STONE SERVICES PVT LTD,JAN,238,2025
"M/S AJAY ENGINEERING WORKS EQUIPMENTS PVT LTD ,SAMBALPUR",JAN,0,2025
M/S. A.K.S. GEN. & AGRL. INDUSTRIES AP178700921,JAN,0,2025
M/S AMARNATH ENGINEERING WORKS,JAN,0,2025
MS ANUP ENTERPRISES TRAILER SNG,JAN,0,2025
M/S ARUNA ENGINEERING WORKSHOP AP118063424,JAN,0,2025
M/S ASHOKA INDUSTRIES,JAN,1,2025
M/S BALAJI AUTO ENG WORKS,JAN,0,2025
M/S BHANSALI AGRO TECH,JAN,0,2025
M/S BHANSALI TRAILERS P LTD,JAN,0,2025
M/S BHARAT TRAILER AND AGRO WORKS,JAN,3,2025
M/S BHARAT TRAILERS,JAN,15,2025
M/S CHAND BABA ENGINEERING WORKS AP117954371,JAN,0,2025
M/S DAS ENGINEERING WORKSHOP,JAN,2,2025
M/S GENERAL MOTORS LLC,JAN,1,2025
M/S GOWRI ENGINEERING WORKS AP29073406,JAN,0,2025
M/S HARITKRANTI AGRO UDYOG,JAN,0,2025
M/S HARSHA AGRO ENGINEERING WORKS,JAN,0,2025
M/SJAIGURUSAISUGUNAENGINEERINGWORKSAP213033195,JAN,0,2025
M/S JAVED STEEL INDUSTRIES,JAN,0,2025
M/S JEREH,JAN,0,2025
M/S J.K. ENGINEERS,JAN,0,2025
M/S KASTKAR AGRO INDUSTRIES,JAN,34,2025
M/S KISHAN TRACTOR,JAN,0,2025
M/S K K AGRO INDUSTRIES,JAN,8,2025
M/S KRISHNA ENGINEERING WORKS,JAN,0,2025
M/S LEENA AGRO INDUSTRIES (INDIA) PVT LTD.,JAN,0,2025
M/S LOHIYA AGRO INDUSTRIES,JAN,0,2025
M/S MAA MAJHIGHARIANI INDUSTRIES,JAN,0,2025
MS MAA MANGALA ENTERPRISES TRAILER SNG,JAN,1,2025
M/S MAA MANGALA INDUSTRIES,JAN,4,2025
M/S MAA MOTORS WORKS,JAN,9,2025
M/S MAA MOTORS WORKSHOP,JAN,5,2025
M/S MAN,JAN,0,2025
M/S NANDI ENGINEERING WORKS,JAN,1,2025
M/S NEW SHETKARI ENGINEERING WORK,JAN,8,2025
M/S NEW SHIV SHAKTI TRAILORS,JAN,0,2025
MS PATEL INDUSTRIES JHARSUGUDA PURUNABASTI,JAN,1,2025
"M/S PERFECT ENGINEERING WORKS, KURNOOL AP118154376",JAN,0,2025
M/S PRASAD ENTERPRISES & ENGINEERING AP514554130,JAN,0,2025
M/S RAM AGRO MACHINARY,JAN,1,2025
M/S ROYAL AGRO ENGINEERING,JAN,0,2025
MS SAHU INDUSTRIES TRAILER KORAPUT JEYPORE,JAN,9,2025
M/S SAI AUTO ENGINEERING WORKS,JAN,0,2025
M/S SARANGI MOTROS,JAN,0,2025
M/S SCHWING STETTER (INDIA) PRIVATE LIMITED,JAN,106,2025
M/S-SHRADHA INDUSTRIES,JAN,0,2025
M/S SHRI DATTA WELDING WORKS,JAN,0,2025
M/S SHRIRAM AUTO TECH PVT LTD,JAN,207,2025
M/S SICHUAN HONGHUA PETROLEUM EQUIPMENT CO.LTD,JAN,0,2025
M/S SREE PRASANNA DURGA TRAILER WORKS AP315793453,JAN,0,2025
M/SSREESIDDIVINAYAKAENGINEERINGWORKSAP60060002025,JAN,0,2025
M/S SRI BALAJI ENGINEERING WORKS ANTPR AP29073183,JAN,0,2025
M/S SRI BALAKRISHNA FOUNDRY&MECH WORKS AP178701111,JAN,0,2025
M/S SRI CHENGALAMMA TAILOR WORKS AP1514052990,JAN,0,2025
M/S SRI KANAKA DURGA ENGINEERING WORKS AP514553897,JAN,0,2025
M/S SRI KUMAR AGRO INDUSTRIES AP118163489,JAN,0,2025
M/S.SRI LAKSHMI MOTORS & ENGG WORKS AP213192229,JAN,0,2025
M/S SRI LAKSHMI SRINIVASA STEELS AP1514223752,JAN,0,2025
M/S SRI LAKSHMI VENKATESWARA ENGG WORKS AP29070732,JAN,0,2025
M/S SRI MARUTHI WELDING WORKS KADAPA AP49943745,JAN,1,2025
M/S SRINIVASA ENGINEERING WORKS AP29073331,JAN,0,2025
M/S SRI PYDITALLAMMA AGR FABRICATIONS AP203573386,JAN,0,2025
MS SRI SAI AGRICULTURAL EQUIPMENTS KORAPUT JEYPORE,JAN,17,2025
M/S SRI SAI SUDHA ENGINEERING WORKS AP235531849,JAN,0,2025
M/S SRI SANKAR REDDY ENGINEERING WORKS AP151377386,JAN,0,2025
M/S SRI SATYANARAYANA AGRO INDUSTRIES AP203573232,JAN,0,2025
M/S SRI SATYANARAYANA ENGINEERING W AP203571420,JAN,0,2025
M/S SRI SIDDHI VINAYAKA ENGINEERING WORKS AP203574,JAN,0,2025
M/S SRI VARASIDDI VINAYAKA ENGG WORKS AP514554278,JAN,0,2025
M/S SRI VENKATA SAI DURGA ENGG WORKS AP203583296,JAN,1,2025
M/S SRI VENKATA SIVA SAI AGRO IND AP178393275,JAN,0,2025
M/S SRI VENKATESWARA ENGINEERING WORKS AP67321364,JAN,0,2025
M/S S R K TRAILER WORKS AP312573381,JAN,0,2025
"M/S SRT TRAILOR WORKS,CHITTOOR AP313364198",JAN,0,2025
M/S S. SHAREEF ENGINEERING WORK SHOP AP117790841,JAN,0,2025
M/S SUPERIOR MANUFACTURING COMPANY,JAN,8,2025
M/S TIRUMALA ENGINEERING WORKS AP46060032024,JAN,0,2025
M/S UMA INDUSTRY ANANTHAPUR AP29073329,JAN,0,2025
M/S USMAN ENGINEERING WORKS AP117954387,JAN,0,2025
M/S VENKATESWARA ENGINEERING WORKS AP56463007,JAN,0,2025
M/S.VIJAYA ENGINEERING WORKS AP213191445,JAN,0,2025
M/S VISAKHA AGRO INDUSTRIES AP203484007,JAN,0,2025
M/S VISHNU CLEAN ENERGY VEHICLES LLP,JAN,1,2025
M/S YOSHITHA TRAILERS AP312873726,JAN,0,2025
MUNDE MECHANICAL WORKS,JAN,9,2025
MVM MOTORS PRIVATE LIMITED,JAN,2,2025
MYTRAH MOBILITY PVT LTD,JAN,0,2025
